,Acidez,AcidoCitrico,Azucar,CloruroSodico,Densidad,pH,Sulfatos,Alcohol,CalifProductor,PrecioBotella,Etiqueta,Clasificacion,Region,prop_missings,aleatorio,aleatorio2,Acidez_ident,AcidoCitrico_raiz4,Azucar_raiz4,CloruroSodico_exp,Densidad_raiz4,pH_ident,Sulfatos_raiz4,Alcohol_sqr,CalifProductor_ident,PrecioBotella_raiz4,aleatorio_raiz4,aleatorio2_log,Compra
1000,0.305,-1.27,1.1,0.369,0.95972,3.33,0.56,10.6,1,3.8,B,***,2.0,0.0,0.3069642000261964,0.8145443687674854,2.3551,0.9924396939761624,3.1439364009202277,3.593404206018464,1.1702142235712971,4.5601,1.283058118665015,112.36212000999998,1.0001,1.4801733181202232,0.7444698643421291,-0.20493297633998286,1
1001,-0.58,0.34,1.3,0.042,0.99052,3.0,2.13,11.4,2,2.72,B,*,1.0,7.6923076923076925,0.5711187982345595,0.23112773382790774,1.4700999999999997,1.2673866690002664,3.145544140226227,2.5911453550833476,1.1749899226235052,4.2301,1.4383463612179013,129.96228001,2.0001,1.3887966286741709,0.8694047997237094,-1.4641033350008912,1
1002,2.68,-0.84,29.9,0.588,1.03659,4.09,0.78,3.3,3,6.45,MB,**,3.0,0.0,0.44690593947078294,0.4660952871079811,4.7301,1.0877767296546128,3.3536884656663264,4.47318194543231,1.182026420417889,5.3201,1.3083399737549222,10.89066001,3.0001,1.652115955770781,0.8177220013713221,-0.7630272228383634,1
1003,0.2,0.28,7.5,0.04,1.04464,3.94,-1.22,3.2,4,1.12,M,*,3.0,0.0,0.5129416907966913,0.9419916845796678,2.2501,1.2599532861839393,3.194205011124756,2.585968243210757,1.1832431213568944,5.1701,0.9820473116354195,10.240640010000002,4.0001,1.2066715864692208,0.846373394228613,-0.059591593706941705,1
1004,-2.05,-0.04,11.6,0.032,0.9963,3.05,0.51,9.8,3,2.38,R,**,2.0,0.0,0.5116652979816456,0.4526000543238523,0.0001,1.2178971249778023,3.2252019635922213,2.5653630280201973,1.175879681132238,4.280099999999999,1.277098782283054,96.04196001000001,3.0001,1.355914756649005,0.8458465965642832,-0.7923983862418124,1
1005,1.73,-1.24,46.2,0.091,1.01264,3.55,-0.22,5.8,3,1.92,R,***,3.0,0.0,0.5369321805703197,0.3819549744338673,3.7801,1.0000249990625547,3.4568626789573282,2.7212735836340283,1.1783841530308456,4.780099999999999,1.1786773898172171,33.64116000999999,3.0001,1.3072222493133268,0.8560967555828087,-0.9620401468608395,1
1006,0.22,0.36,5.5,-0.344,1.04361,4.01,0.47,5.0,2,1.68,B,Desc,3.0,0.0,0.12956327094228748,0.834264363798209,2.2701000000000002,1.269835642138463,3.178751234615058,1.7613842401391293,1.1830876534101653,5.2401,1.2722705276128494,25.00100001,2.0001,1.2794925151991605,0.6002035146666592,-0.18101611255713101,1
1007,0.21,0.32,86.1,0.264,0.98667,2.51,1.15,10.0,3,2.69,R,***,3.0,0.0,0.8637742659939263,0.4299144371139828,2.2601,1.264923416533519,3.6765010662886723,3.235229926243053,1.1743961399328258,3.7401,1.347819623074286,100.00200000999999,3.0001,1.3859882034179887,0.9641104541455767,-0.8438026721378022,1
1008,0.24,0.61,7.9,-0.144,0.99545,3.35,0.52,6.4,2,2.01,R,Desc,1.0,0.0,0.3951478298028417,0.5183048830028896,2.2901000000000002,1.2993167122751494,3.1972689973302444,2.151359569085787,1.1757489609343323,4.5801,1.2782973296746656,40.96128001,2.0001,1.3171803128544215,0.7929545860749516,-0.6568877069337431,1
1009,0.31,-1.31,11.2,0.038,0.9928,3.36,0.63,10.3,2,4.45,B,Desc,2.0,7.6923076923076925,0.327109510243503,0.8254245298146524,2.3601,0.9820473116354195,3.2222170469485936,2.580801475214588,1.1753411413882036,4.5901,1.2912641820289257,106.09206001000001,2.0001,1.5279217661694426,0.7563866479870414,-0.1916665899977238,0
1010,0.53,0.99,1.9,0.505,1.02216,3.26,-0.9,8.7,3,1.67,R,Desc,1.0,7.6923076923076925,0.8679663590696695,0.013075783113477568,2.5801000000000003,1.3406147455887614,3.1503526244796065,4.116898135202976,1.179835976301122,4.4901,1.0573924102314398,75.69174000999999,3.0001,1.2782973296746656,0.9652778062169294,-4.325016387615729,0
1011,0.15,2.21,5.9,0.045,0.9983,2.26,0.4,9.3,2,3.04,B,***,3.0,7.6923076923076925,0.570454307271549,0.8427430016914981,2.2001,1.4524207424547813,3.1818600384531486,2.5989304629716,1.1761870862168546,3.4901,1.263686374530769,86.49186001000001,2.0001,1.4177446878757824,0.8691518975917627,-0.17090629732236642,1
1012,0.63,0.21,1.6,-0.394,1.03408,3.58,2.01,9.8,2,2.89,M,Desc,3.0,0.0,0.6656979272479132,0.03743109922059795,2.6801,1.2511113170905905,3.1479511367055033,1.6754805170721714,1.1816462820664768,4.8101,1.4281569660953537,96.04196001000001,2.0001,1.4043979646720541,0.9033456948755376,-3.281053153440144,1
1013,0.33,-0.89,47.3,0.283,0.99226,3.06,-0.4,12.2,2,1.16,R,*,1.0,0.0,0.8654386769539751,0.48354074829414306,2.3801,1.0779322966743485,3.4635006536473867,3.29728696988477,1.1752579864504278,4.2901,1.150179747448051,148.84244001,2.0001,1.212323333920052,0.9645744420925428,-0.7262939170162207,1
1014,0.3,0.68,64.6,-0.367,0.9406,1.23,0.45,9.2,4,4.68,B,**,2.0,0.0,0.9181223843385163,0.4060026360414988,2.3501,1.3072222493133268,3.563209246815187,1.7213347373974717,1.167219897908878,2.4601,1.269835642138463,84.64184000999998,4.0001,1.5437927441869312,0.9789269589701393,-0.9010076500015497,1
1015,-0.4,0.68,-0.2,-0.161,0.99064,3.19,-1.51,11.7,2,1.17,R,***,2.0,0.0,0.034008079586731466,0.462073614282273,1.6501,1.3072222493133268,3.133425483302709,2.115095573725572,1.1750084156748792,4.4201,0.8944621275150695,136.89234000999997,2.0001,1.213723991723925,0.43010286220080635,-0.7716901571908011,1
1016,-0.07,-0.09,11.9,0.171,0.9972,3.0,0.37,6.2,3,1.25,M,**,3.0,0.0,0.013550486083571789,0.12182390765301465,1.9800999999999997,1.2109178044698132,3.2274352244704048,2.947920480756232,1.1760180432522993,4.2301,1.2599532861839393,38.44124001,3.0001,1.2247584794411392,0.34251483952023065,-2.1038862312791777,1
1017,-0.8,0.04,59.4,0.06,0.97668,2.27,0.35,9.2,2,4.91,R,Desc,1.0,0.0,0.14430950289680722,0.5809732658329241,1.2500999999999998,1.2288205727444508,3.5341194094144583,2.63820826699025,1.172851174584525,3.5001,1.2574460038286217,84.64184000999998,2.0001,1.5591888029976957,0.6165717317357673,-0.5427793909312462,0
1018,0.28,1.36,-46.6,0.03,0.99042,3.01,-0.43,7.7,2,4.29,R,Desc,3.0,0.0,0.9303453870931209,0.15050202585026617,2.3301000000000003,1.3774588735174138,2.6591492780454713,2.5602374292714383,1.1749745110803194,4.2401,1.1452186817149212,59.29154001,2.0001,1.5165822559385622,0.9821681954568608,-1.8927324510796364,1
1019,0.24,-1.43,6.7,-0.531,0.9963,2.67,-0.59,9.8,3,1.66,R,**,2.0,7.6923076923076925,0.8916160075895422,0.44752283625745815,2.2901000000000002,0.948712577043745,3.188050450871761,1.4609691253513648,1.175879681132238,3.9001,1.117604416185178,96.04196001000001,3.0001,1.277098782283054,0.9717853699355347,-0.8036757244425698,1
1020,0.22,0.22,16.65,0.435,0.97568,4.43,1.84,9.0,1,1.5,R,*,2.0,0.0,0.7249405406490891,0.06961558339563689,2.2701000000000002,1.2523859599370715,3.2621929779375716,3.838570378445577,1.1726961868344468,5.6601,1.4133377044060271,81.00180001,1.0001,1.2574460038286217,0.9227996929196132,-2.6625062499835597,1
1021,1.8,1.32,2.0,-0.036,0.9593,3.35,0.58,17.7,2,6.37,R,Desc,1.0,0.0,0.14235799685031658,0.46408632079144263,3.8501,1.3736166591055265,3.1511519013236557,2.3967172774556236,1.1701486951567401,4.5801,1.2854187742853884,313.29354000999996,2.0001,1.6476628325521845,0.6144796913741778,-0.7673452809690519,0
1022,0.32,2.47,31.3,0.353,0.99611,2.54,1.21,6.4,2,1.05,B,***,2.0,0.0,0.889364260754257,0.434972294798729,2.3701,1.473185826731531,3.362929175472093,3.5363672511443407,1.1758504651065567,3.7701000000000002,1.353904559049737,40.96128001,2.0001,1.1965855704530963,0.9711713816117912,-0.832110798371332,1
1023,0.27,0.55,3.9,-0.23,1.04612,3.02,2.05,12.0,3,1.66,B,*,2.0,16.666666666666664,0.8217090898790993,0.8848360937275893,2.3201,1.2924237860693326,3.166223904815822,1.9740751298733883,1.1834664049594146,4.2501,1.4315776439119612,144.00240001,3.0001,1.277098782283054,0.9521549238740943,-0.12217481609480578,1
1024,-0.38,0.9,-96.6,-0.533,1.01753,3.08,0.46,9.9,2,3.47,M,**,3.0,0.0,0.6396339411889023,0.9460339222097252,1.6701,1.3311771974739814,0.1,1.4580501070919276,1.1791305598112776,4.3101,1.271054834012655,98.01198001,2.0001,1.454049896063689,0.8943735891703218,-0.055310328372487894,1
1025,1.18,-0.71,11.8,0.62,1.03323,3.8,0.31,12.0,3,2.0,M,***,2.0,0.0,0.8709120900231692,0.8384932091602326,3.2300999999999997,1.1121924786784851,3.226691319327335,4.618638663073665,1.1815174667596229,5.030099999999999,1.2523859599370715,144.00240001,3.0001,1.3160849800988454,0.9660955632340299,-0.17596091748348178,1
1026,-1.16,0.22,36.8,-0.524,0.99571,3.2,0.13,10.1,1,4.36,R,**,1.0,0.0,0.5618569321471263,0.36882755444922977,0.8900999999999999,1.2523859599370715,3.398513808038568,1.471231786637493,1.1757889505646195,4.4300999999999995,1.2288205727444508,102.01202000999999,1.0001,1.521574505953604,0.8658596903245273,-0.9969990027814849,1
1027,1.7,0.1,60.3,-0.259,0.99855,3.96,0.49,9.5,4,5.53,B,Desc,1.0,0.0,0.4640743376382941,0.911019266842561,3.7501,1.2368259941281783,3.539205702951246,1.9176490832530606,1.176225494909416,5.190099999999999,1.274691513076216,90.25190001,4.0001,1.5985637410729743,0.825461132991404,-0.09301830948947695,0
1028,0.4,0.02,29.2,0.047,1.07238,2.95,0.53,9.6,2,5.59,M,*,3.0,7.6923076923076925,0.4546374494894436,0.020779297907649874,2.4501,1.2261169997086927,3.349039320781487,2.6041335252254427,1.1874073306022386,4.1800999999999995,1.2794925151991605,92.16192000999999,2.0001,1.6022231454324571,0.8212342900917001,-3.866244608930925,1
1029,0.27,0.3,1.6,-0.247,0.99089,3.12,-0.58,7.5,2,4.46,R,*,3.0,0.0,0.2089691452856225,0.35696558416170987,2.3201,1.2624456889436466,3.1479511367055033,1.9407994969298608,1.1750469400610428,4.350099999999999,1.1193910453112401,56.251500009999994,2.0001,1.5286221531288346,0.6762868987293729,-1.0296746427214543,0
1030,2.68,-0.25,6.3,0.052,0.94293,2.67,1.97,10.0,2,3.11,R,**,3.0,7.6923076923076925,0.8707412497998461,0.8705306461607748,4.7301,1.1877327315442532,3.1849597566329026,2.617186798841301,1.1675860264171567,3.9001,1.4247115308373575,100.00200000999999,2.0001,1.42384625444691,0.966048193404915,-0.13847134982693823,1
1031,0.22,0.31,-61.4,0.296,1.00758,4.01,-0.64,13.0,3,3.09,R,***,1.0,0.0,0.12802118417356367,0.9584688059152271,2.2701000000000002,1.263686374530769,2.435768301207819,3.3404315325329392,1.177610301450183,5.2401,1.1085401487964905,169.00260000999998,3.0001,1.422110953784328,0.5984125063521385,-0.042253898336910733,1
1032,-0.14,0.39,1.5,-0.166,0.95522,4.16,1.02,10.0,5,1.03,M,Desc,3.0,7.6923076923076925,0.4994282742721823,0.02444517767939891,1.9100999999999997,1.2734827462711917,3.1471494180794775,2.1045464905421505,1.1695115597592374,5.3901,1.3343453316337683,100.00200000999999,5.0001,1.1936564738506834,0.8407454040256245,-3.704897956097508,0
1033,-1.15,-0.7,-7.7,0.05,0.99612,3.07,2.07,15.7,3,2.46,B,***,1.0,0.0,0.1788706156880392,0.11109382353031672,0.9000999999999999,1.1140052311785753,3.0706163804725715,2.611957656129378,1.175852002846413,4.3001,1.4332788276858062,246.49314000999996,3.0001,1.3638674436125153,0.6505246452075234,-2.1959630106068624,1
1034,1.06,-0.62,24.0,0.643,0.98873,2.17,1.2,10.8,4,1.71,R,*,2.0,7.6923076923076925,0.14163822033988926,0.6107789698891695,3.1101,1.1281983377224238,3.3138810605722266,4.726098402182376,1.1747139642257072,3.4001,1.3528960933814118,116.64216001000001,4.0001,1.283058118665015,0.6137026593196941,-0.4927622204491455,1
1035,0.23,-0.18,2.1,0.027,0.99054,2.37,1.98,17.7,2,6.0,MM,*,1.0,0.0,0.19628102386474378,0.5528609938375809,2.2801,1.1980420884379157,3.1519505704301434,2.552568226539623,1.174993004859372,3.6001000000000003,1.4255752335575957,313.29354000999996,2.0001,1.6265823708686713,0.6657898132768154,-0.5923637446475531,1
1036,1.29,0.22,1.5,0.563,0.99238,2.68,0.28,10.2,2,1.79,B,***,2.0,7.6923076923076925,0.22636490936314058,0.6182541532845965,3.3401,1.2523859599370715,3.1471494180794775,4.362738689686311,1.175276466850882,3.9101000000000004,1.2485502799234645,104.04204000999998,2.0001,1.2924237860693326,0.6899287234633751,-0.48060085659191426,1
1037,0.98,-0.64,1.7,-0.059,0.9916,3.21,0.44,11.5,3,3.26,R,Desc,2.0,0.0,0.07289718897696074,0.006449046077549148,3.0301,1.1247002231352543,3.148752243255213,2.3422218794686094,1.175156328661414,4.440099999999999,1.2686129284109968,132.25230001,3.0001,1.4366631369225078,0.5199887701724948,-5.019686705396248,0
1038,0.17,0.17,27.4,0.049,0.91544,3.0,0.38,16.9,2,1.85,R,***,1.0,0.0,0.865752828563768,0.6819727400203968,2.2201,1.245973385399232,3.3369946382623525,2.609347004016859,1.16324421158624,4.2301,1.2612013346324789,285.61338000999996,2.0001,1.2993167122751494,0.9646619430795865,-0.38253459812534346,1
1039,1.27,0.42,6.6,0.493,0.98599,2.98,-0.39,9.6,4,6.82,R,***,1.0,0.0,0.4879695679412529,0.9997500316665051,3.3201,1.277098782283054,3.187278619956096,4.067790592128092,1.1742911703905483,4.2101,1.1518192586186833,92.16192000999999,4.0001,1.6722572083050646,0.8358829951214061,-9.242248581465556e-05,1
1040,-0.11,-0.49,-11.8,0.308,0.9912,3.06,0.52,12.4,2,1.44,M,*,1.0,0.0,0.13060578214913554,0.9465309208629752,1.9400999999999997,1.150179747448051,3.034583493039614,3.3807581869310317,1.1750947050381804,4.2901,1.2782973296746656,153.76248001,2.0001,1.249832766442518,0.6014052836599615,-0.05478520403332682,1
1041,0.47,0.95,8.6,-0.048,0.95715,3.56,-0.75,10.6,2,1.46,R,*,2.0,7.6923076923076925,0.4654035533637836,0.07635214434680948,2.5201,1.3364449499905835,3.202609873029364,2.368128545581361,1.1698130795423842,4.7901,1.0877767296546128,112.36212000999998,2.0001,1.2523859599370715,0.8260513067062534,-2.5703378211417744,0
1042,-0.52,-0.73,10.4,-0.071,0.99203,4.02,0.37,10.6,1,2.61,B,***,2.0,0.0,0.27606535148479083,0.7142130855505068,1.5300999999999998,1.1085401487964908,3.216222204150378,2.314283184349239,1.1752225632459257,5.2501,1.2599532861839393,112.36212000999998,1.0001,1.3784144208499975,0.7249976160106009,-0.3363533537514426,1
1043,-1.435,-0.82,-12.45,0.047,1.00677,3.23,0.53,18.0,3,3.83,M,****,1.0,0.0,0.39322446638686737,0.9917818590052061,0.6150999999999998,1.0916407317018377,3.0287516176526608,2.6041335252254427,1.1774862822729217,4.4601,1.2794925151991605,324.00360001,3.0001,1.4824806400940265,0.7919884234499364,-0.008093253075080025,1
1044,-0.05,0.08,22.7,-0.442,0.9942,3.41,-0.67,11.0,2,1.27,R,****,1.0,0.0,0.18802916348694954,0.992009901621389,2.0000999999999998,1.2341748042426037,3.304914297596147,1.5969570904115744,1.1755566461079043,4.6401,1.1029930213343333,121.00220001,2.0001,1.227471019263607,0.6586869019360171,-0.007863383785592454,1
1045,0.41,0.02,0.9,1.145,1.02278,3.14,-0.89,5.5,2,3.98,B,**,2.0,7.6923076923076925,0.7685045030046068,0.6220789947845918,2.4601,1.2261169997086927,3.1423261913368075,7.807618595458656,1.179930342115096,4.3701,1.0595007119812312,30.25110001,2.0001,1.4938586833651337,0.9363573928193543,-0.4744349612657743,1
1046,0.31,0.47,-39.8,0.053,0.96456,3.29,-1.86,4.5,1,3.54,R,**,3.0,0.0,0.023868564181694585,0.8599372887328428,2.3601,1.283058118665015,2.7452839756343868,2.6198052946698485,1.1709685674018635,4.520099999999999,0.7339000752008471,20.25090001,1.0001,1.4597092317649283,0.39393051026529524,-0.15071261808059874,1
1047,0.4,0.52,1.3,0.148,0.99709,3.08,0.25,8.7,3,2.08,R,***,3.0,7.6923076923076925,0.08739896390811519,0.87378112124319,2.4501,1.2889355564861567,3.145544140226227,2.8808920909899487,1.1760011349460655,4.3101,1.2446789196447394,75.69174000999999,3.0001,1.3247721945267767,0.5440520193646344,-0.13474507585534465,1
1048,-1.17,0.33,1.15,0.044,1.02005,2.67,0.44,8.0,2,1.9,M,Desc,1.0,0.0,0.9566699786469408,0.26785025702806275,0.8800999999999999,1.2661568398219183,3.1443385669896737,2.596332831540813,1.1795146583581846,3.9001,1.2686129284109968,64.00160000999999,2.0001,1.3049781597216514,0.9890418491206405,-1.3167391677516684,1
1049,-0.53,-0.33,1.8,-0.085,0.99552,3.41,0.76,7.0,4,6.23,M,Desc,1.0,0.0,0.26384702612605426,0.23198061921896618,1.5200999999999998,1.1756120424550178,3.1495527388178477,2.2821089648156208,1.1757597277746554,4.6401,1.30610165040493,49.00140001,4.0001,1.6397818535053785,0.7168454346574565,-1.4604225271007008,0
1050,1.6,0.85,60.3,0.874,0.94353,3.61,0.43,10.2,2,3.73,B,**,2.0,0.0,0.2649684047048406,0.9465070627078029,3.6501,1.3258461550650469,3.539205702951246,5.954218738535716,1.167680252691714,4.8401,1.2673866690002664,104.04204000999998,2.0001,1.4747472010470601,0.7176052800525536,-0.05481040604702152,1
1051,2.68,0.4,8.1,0.046,0.99494,2.47,0.5,9.5,2,2.29,MB,**,3.0,0.0,0.6369263720357635,0.43642199228670286,4.7301,1.274691513076216,3.198797692933092,2.6015306933330664,1.1756705078825112,3.7001000000000004,1.2758968508762987,90.25190001,2.0001,1.3467974162451317,0.8934259282225262,-0.828784692571498,1
1052,0.28,0.46,15.4,0.069,1.0004,3.27,0.91,9.0,4,1.46,B,**,1.0,0.0,0.2752723306183401,0.6273787203489085,2.3301000000000003,1.2818728881073684,3.253153849545579,2.6620593100928,1.1765096023607478,4.5001,1.3226164036929209,81.00180001,4.0001,1.2523859599370715,0.724476801722482,-0.46595380810494547,1
1053,1.08,0.32,5.0,0.622,1.02225,3.27,1.27,10.2,2,2.44,R,*,2.0,7.6923076923076925,0.5714262776488271,0.7321903646417263,3.1301,1.264923416533519,3.1748523580090757,4.627885183838403,1.1798496759693406,4.5001,1.3599085401587048,104.04204000999998,2.0001,1.3618923074518512,0.8695217502885597,-0.3114995845486543,1
1054,2.43,0.22,-31.3,-0.037,0.97732,2.1,-0.66,11.6,3,1.25,M,Desc,1.0,0.0,0.05278217219321513,0.9398795801029415,4.4801,1.2523859599370715,2.8426831916002846,2.394321758137454,1.1729503345084389,3.3301000000000003,1.104851357641445,134.56232000999998,3.0001,1.2247584794411392,0.4797979306282274,-0.06183590426261817,1
1055,0.41,0.23,28.2,0.919,0.99928,3.0,0.49,9.7,3,1.96,R,**,1.0,0.0,0.9419819454683844,0.9970314441919924,2.4601,1.2536567227380548,3.3423639105776948,6.228278684498896,1.1763376267627585,4.2301,1.274691513076216,94.09194000999999,3.0001,1.3116760709385378,0.9852243858900931,-0.002814963985596337,1
1056,0.49,1.69,1.9,0.074,0.99706,3.11,1.37,5.6,3,4.31,R,*,2.0,16.666666666666664,0.07909996892588111,0.8506363833471047,2.5401000000000002,1.4079943116586355,3.1503526244796065,2.675402937913603,1.1759965234632428,4.3401,1.3697419296457427,31.361120009999993,3.0001,1.5180136436838294,0.5306834939310696,-0.16158532606980341,1
1057,0.16,-1.49,1.5,-0.089,0.99076,3.43,-0.85,12.0,1,2.67,MM,***,1.0,7.6923076923076925,0.5698589119361601,0.48452362158849527,2.2101,0.9306358777131822,3.1471494180794775,2.2729987615099043,1.1750269078531275,4.6601,1.067810506202674,144.00240001,1.0001,1.384106392470088,0.8689251052547687,-0.7242639821359697,1
1058,0.14,-0.28,1.0,-0.546,0.99043,4.04,0.54,11.4,2,4.08,R,**,1.0,7.6923076923076925,0.04021586408827382,0.5105539798344222,2.1901,1.183231048371444,3.143131605466679,1.439218128775073,1.1749760522619277,5.270099999999999,1.2806843607776264,129.96228001,2.0001,1.5013020074989885,0.44840656141580787,-0.6719503688202635,1
1059,-0.64,-0.54,2.4,-0.54,0.97543,3.24,1.74,9.5,5,3.34,R,Desc,2.0,7.6923076923076925,0.1320595893829447,0.7577413162602707,1.4100999999999997,1.1418751370995184,3.1543429420806492,1.4478793953637052,1.172657430293588,4.4701,1.4043979646720541,90.25190001,5.0001,1.4433608925801444,0.6030692446169436,-0.2772053239051095,0
1060,0.24,2.88,80.3,0.035,0.95411,2.8,0.44,9.6,1,2.59,M,*,1.0,0.0,0.5386448489839688,0.6181445457615548,2.2901000000000002,1.5042485821086784,3.646968562220998,2.573070672790681,1.1693380411390564,4.030099999999999,1.2686129284109968,92.16192000999999,1.0001,1.3765013334379939,0.8567783501536783,-0.480778112677182,1
1061,0.34,0.49,1.4,0.075,0.99543,3.13,0.74,16.8,8,1.0,B,Desc,3.0,0.0,0.2936783465444319,0.4332383397290541,2.3901,1.2854187742853884,3.1463470862848397,2.6780796789989973,1.1757458846399107,4.360099999999999,1.303851759791075,282.24336001,8.0001,1.1892219798129464,0.7362860501415095,-0.8361036734330134,0
1062,0.415,0.19,1.6,0.039,1.04133,2.99,0.63,15.2,1,2.16,M,Desc,3.0,7.6923076923076925,0.25057723458441883,0.8542224816773426,2.4651,1.2485502799234645,3.1479511367055033,2.583383567520781,1.182743292609637,4.2201,1.2912641820289257,231.04304000999997,1.0001,1.3332917949339218,0.7076646570626103,-0.15737918207477072,0
1063,2.68,0.51,8.0,0.062,0.99545,3.13,0.5,13.7,2,2.22,R,**,3.0,0.0,0.9804642002279141,0.0552624257405363,4.7301,1.2877664951527747,3.1980336191567154,2.643489963460135,1.1757489609343323,4.360099999999999,1.2758968508762987,187.69274000999997,2.0001,1.339575943419011,0.9951338092317136,-2.8928151751474913,1
1064,0.33,-0.93,38.1,-0.748,0.99882,3.17,-0.35,16.0,4,3.23,MM,*,1.0,0.0,0.5777436117476368,0.4934442536918888,2.3801,1.0698579338375434,3.406763452614049,1.175977833224629,1.1762669720716534,4.4001,1.1583082723445883,256.00320001,4.0001,1.4341271529430542,0.8719141873068528,-0.706026152000563,1
1065,1.14,-0.92,50.1,0.045,1.01143,2.05,1.93,6.3,4,1.76,R,*,3.0,0.0,0.779662066287865,0.7355916160838005,3.1900999999999997,1.0718936737836429,3.480227244168999,2.5989304629716,1.1781992402522472,3.2801,1.4212409159636923,39.69126000999999,4.0001,1.2889355564861567,0.9397367497342665,-0.30686602513143674,1
1066,1.02,-0.72,52.8,-0.234,0.99628,1.37,0.91,9.4,3,2.75,B,***,1.0,0.0,0.5507875612361588,0.5590390234349574,3.0701,1.1103708188177817,3.4961311993616286,1.9661946009191724,1.1758766058636643,2.6001000000000003,1.3226164036929209,88.36188001000001,3.0001,1.3915881189563788,0.8615647904792291,-0.5812542154892778,1
1067,0.22,-1.88,-10.5,0.046,0.94958,3.94,1.23,15.4,2,2.25,B,**,3.0,0.0,0.19987034955791205,0.5618554648164897,2.2701000000000002,0.7746504550744808,3.0461473956843896,2.6015306933330664,1.1686290954745282,5.1701,1.355914756649005,237.16308001000002,2.0001,1.3426851352899023,0.6688096799752625,-0.5762302711092696,1
1068,0.07,-0.69,65.0,0.029,1.02422,3.05,2.21,12.6,3,3.24,M,**,2.0,0.0,0.235713143249225,0.4796095394811847,2.1201,1.115809177286861,3.5654176191416624,2.557678471534282,1.1801494270110993,4.280099999999999,1.445020846666905,158.76252000999997,3.0001,1.4349739754437318,0.6969375404811031,-0.7344545228430164,1
1069,-0.22,0.52,-51.5,-0.067,0.94791,3.31,0.77,11.2,7,4.81,M,Desc,3.0,7.6923076923076925,0.0916144634144257,0.47417098451110995,1.8300999999999998,1.2889355564861567,2.5914592031209303,2.3235588560625033,1.168367414426821,4.5401,1.3072222493133268,125.44224000999998,7.0001,1.552551094825827,0.5504815139953515,-0.745855086344633,0
1070,0.5,0.49,53.9,-0.008,0.9926,4.36,0.27,12.7,4,4.15,R,****,2.0,0.0,0.12825157541857912,0.7701151894362404,2.5501,1.2854187742853884,3.5025488179439197,2.4647737049136307,1.1753103453210327,5.5901,1.2472638291459033,161.29254000999998,4.0001,1.506447203226038,0.5986811098110925,-0.26101061963701633,1
1071,0.73,1.67,22.8,-0.501,0.9976,4.41,-2.15,4.9,5,1.0,B,Desc,3.0,16.666666666666664,0.7953918619189829,0.2729916042094741,2.7801,1.4061995872754751,3.305606643193611,1.5054622591844178,1.1760795218552127,5.6401,0.1,24.01098001,5.0001,1.1892219798129464,0.9444398641322661,-1.2977372801438092,0
1072,0.23,0.39,55.7,0.215,1.01668,4.3,1.8,12.7,3,2.45,B,**,1.0,0.0,0.2196935684322292,0.8602621386152703,2.2801,1.2734827462711917,3.512974902659925,3.0805248860045205,1.179000918064702,5.530099999999999,1.4097821991379471,161.29254000999998,3.0001,1.3628809489462794,0.6847931070020626,-0.15033499861725869,1
1073,0.13,-0.94,-75.3,-0.11,0.99118,3.08,0.8,8.2,3,1.08,B,****,3.0,7.6923076923076925,0.22777744221996132,0.5097319017300997,2.1801,1.067810506202674,2.148302385014215,2.2257634937133925,1.1750916236025173,4.3101,1.3105668676609192,67.24164000999998,3.0001,1.2009392901105276,0.6910015094180184,-0.6735613378410082,1
1074,-0.62,0.34,-35.0,0.484,0.98949,3.46,0.5,5.5,2,1.71,B,***,1.0,0.0,0.8723223392613423,0.2769732902201938,1.4300999999999997,1.2673866690002664,2.801530495769543,4.031344729191397,1.1748311546749088,4.690099999999999,1.2758968508762987,30.25110001,2.0001,1.283058118665015,0.9664863250654147,-1.2832655365227588,1
1075,0.265,0.19,28.6,0.363,0.99704,2.69,-0.07,8.7,1,5.44,B,****,2.0,7.6923076923076925,0.12866122325080942,0.2753556375429257,2.3151,1.2485502799234645,3.3450388716906017,3.5719083328893224,1.1759934491112218,3.9201,1.2009392901105276,75.69174000999999,1.0001,1.5930270590211502,0.59915781000443,-1.2891197834352361,1
1076,0.22,0.49,-23.2,0.037,0.9951,1.82,-1.27,10.6,4,3.98,M,**,1.0,0.0,0.39431805773633966,0.36354625319731826,2.2701000000000002,1.2854187742853884,2.92700970827387,2.5782219637100847,1.1756951222953689,3.0501,0.9685744424821724,112.36212000999998,4.0001,1.4938586833651337,0.792538200222449,-1.0114154697553779,1
1077,1.5,0.26,2.5,0.097,0.94366,3.27,0.92,3.6,5,2.64,R,*,1.0,0.0,0.13260337662892085,0.9599810119424103,3.5501,1.2574460038286217,3.155139190978365,2.737650306173312,1.1677006653782231,4.5001,1.3236956157170052,12.960720010000003,5.0001,1.3812692024999391,0.6036881140482698,-0.040677669455496626,0
1078,0.25,0.24,5.2,-0.28,0.94674,3.16,2.2,10.7,2,3.91,M,**,2.0,0.0,0.18500090370882927,0.5853500398987118,2.3001,1.2549236329410878,3.176413631771036,1.8777983497106354,1.1681839762005348,4.3901,1.4441915851052172,114.49214000999999,2.0001,1.4885813868194322,0.6560216832944027,-0.5352761327197314,1
